date,article,daily_units,daily_revenue
2022-02-12,BRIOCHE,2,12.0
2022-02-12,CAFE OU EAU,2,2.0
2022-02-12,CAMPAGNE,5,9.5
2022-02-12,CEREAL BAGUETTE,10,13.0
2022-02-12,COMPLET,3,5.4
2022-02-12,COOKIE,5,5.5
2022-02-12,COUPE,35,5.25
2022-02-12,CROISSANT,33,37.949999999999996
2022-02-12,DEMI BAGUETTE,1,0.5
2022-02-12,DIVERS VIENNOISERIE,1,0.5
2022-02-12,ECLAIR,5,10.5
2022-02-12,FICELLE,5,3.25
2022-02-12,FINANCIER X5,3,10.5
2022-02-12,FLAN,1,2.1
2022-02-12,FORMULE SANDWICH,5,32.5
2022-02-12,GD KOUIGN AMANN,1,8.0
2022-02-12,GRAND FAR BRETON,1,7.5
2022-02-12,MILLES FEUILLES,2,4.4
2022-02-12,MOISSON,5,10.5
2022-02-12,NOIX JAPONAISE,2,4.4
2022-02-12,PAIN,4,5.0
2022-02-12,PAIN AU CHOCOLAT,17,21.25
2022-02-12,PAIN AUX RAISINS,1,1.5
2022-02-12,PAIN BANETTE,5,7.5
2022-02-12,PAIN CHOCO AMANDES,1,1.6
2022-02-12,PAIN S/SEL,1,1.6
2022-02-12,PARIS BREST,4,8.8
2022-02-12,PT NANTAIS,1,3.5
2022-02-12,QUIM BREAD,5,5.5
2022-02-12,SACHET VIENNOISERIE,1,4.0
2022-02-12,SAND JB EMMENTAL,6,21.0
2022-02-12,SANDWICH COMPLET,3,13.5
2022-02-12,SEIGLE,3,5.699999999999999
2022-02-12,SPECIAL BREAD,10,25.0
2022-02-12,SPECIAL BREAD KG,1,5.0
2022-02-12,SUCETTE,2,0.6
2022-02-12,TARTE FINE,2,14.0
2022-02-12,TARTELETTE,6,12.600000000000001
2022-02-12,TRADITIONAL BAGUETTE,156,195.0
2022-02-12,TRAITEUR,7,53.8
2022-02-12,TROPEZIENNE,1,2.1
2022-02-12,VIK BREAD,11,28.6
2022-02-13,BAGUETTE,45,42.75
2022-02-13,BAGUETTE GRAINE,9,12.15
2022-02-13,BANETTE,30,33.0
2022-02-13,BANETTINE,6,3.9000000000000004
2022-02-13,BOTTEREAU,38,19.0
2022-02-13,BOULE 200G,6,6.8999999999999995
2022-02-13,BOULE 400G,12,19.200000000000003
2022-02-13,BOULE POLKA,1,1.7
2022-02-13,BRIOCHE,3,18.0
2022-02-13,CAFE OU EAU,1,1.0
2022-02-13,CAMPAGNE,12,22.799999999999997
2022-02-13,CEREAL BAGUETTE,17,22.1
2022-02-13,CHAUSSON AUX POMMES,1,1.5
2022-02-13,COMPLET,7,12.6
2022-02-13,COOKIE,4,4.4
2022-02-13,COUPE,53,7.95
2022-02-13,CROISSANT,78,89.69999999999999
2022-02-13,CROISSANT AMANDES,4,6.0
2022-02-13,DEMI BAGUETTE,2,1.0
2022-02-13,DIVERS VIENNOISERIE,2,2.5
2022-02-13,ECLAIR,17,35.7
2022-02-13,FICELLE,4,2.6
2022-02-13,FINANCIER X5,6,21.0
2022-02-13,FLAN,4,8.4
2022-02-13,FLAN ABRICOT,3,6.6000000000000005
2022-02-13,FORMULE SANDWICH,1,6.5
2022-02-13,GD KOUIGN AMANN,1,8.0
2022-02-13,GRAND FAR BRETON,1,7.5
2022-02-13,KOUIGN AMANN,3,6.6000000000000005
2022-02-13,MILLES FEUILLES,3,6.6000000000000005
2022-02-13,MOISSON,6,12.600000000000001
2022-02-13,NOIX JAPONAISE,2,4.4
2022-02-13,PAIN AU CHOCOLAT,53,66.25
2022-02-13,PAIN AUX RAISINS,4,6.0
2022-02-13,PAIN BANETTE,1,1.5
2022-02-13,PAIN CHOCO AMANDES,4,6.4
2022-02-13,PAIN S/SEL,2,3.2
2022-02-13,PARIS BREST,4,8.8
2022-02-13,PT NANTAIS,1,3.5
2022-02-13,QUIM BREAD,3,3.3000000000000003
2022-02-13,ROYAL,3,9.0
2022-02-13,SACHET VIENNOISERIE,2,8.0
2022-02-13,SAND JB EMMENTAL,1,3.5
2022-02-13,SAVARIN,5,11.0
2022-02-13,SEIGLE,3,5.699999999999999
2022-02-13,SPECIAL BREAD,14,35.0
2022-02-13,SPECIAL BREAD KG,1,5.0
2022-02-13,TARTE FINE,1,7.0
2022-02-13,TARTE FRUITS 4P,2,20.0
2022-02-13,TARTE FRUITS 6P,2,28.0
2022-02-13,TARTELETTE,17,35.7
2022-02-13,TRADITIONAL BAGUETTE,194,242.5
2022-02-13,TRAITEUR,1,4.9
2022-02-13,TROPEZIENNE,2,4.2
2022-02-13,VIK BREAD,6,15.600000000000001
2022-02-14,BAGUETTE,29,27.549999999999997
2022-02-14,BANETTE,29,31.900000000000002
2022-02-14,BANETTINE,6,3.9000000000000004
2022-02-14,BOISSON 33CL,5,7.5
2022-02-14,BOTTEREAU,24,12.0
2022-02-14,BOULE 200G,2,2.3
2022-02-14,BOULE 400G,2,3.2
2022-02-14,BOULE POLKA,1,1.7
2022-02-14,BRIOCHE,2,12.0
2022-02-14,CAFE OU EAU,3,3.0
2022-02-14,CAMPAGNE,4,7.6
2022-02-14,CEREAL BAGUETTE,10,13.0
2022-02-14,CHAUSSON AUX POMMES,1,1.5
2022-02-14,COMPLET,6,10.8
2022-02-14,COOKIE,8,8.8
2022-02-14,COUPE,23,3.4499999999999997
2022-02-14,CROISSANT,22,25.3
2022-02-14,CROISSANT AMANDES,1,1.5
2022-02-14,DEMI BAGUETTE,2,1.0
2022-02-14,DIVERS VIENNOISERIE,3,8.5
2022-02-14,ECLAIR,1,2.1
2022-02-14,FICELLE,4,2.6
2022-02-14,FINANCIER X5,2,7.0
2022-02-14,FORMULE SANDWICH,7,45.5
2022-02-14,GD KOUIGN AMANN,1,8.0
2022-02-14,KOUIGN AMANN,1,2.2
2022-02-14,MOISSON,4,8.4
2022-02-14,PAIN,15,18.75
2022-02-14,PAIN AU CHOCOLAT,18,22.5
2022-02-14,PAIN AUX RAISINS,3,4.5
2022-02-14,PAIN BANETTE,1,1.5
2022-02-14,PAIN CHOCO AMANDES,4,6.4
2022-02-14,QUIM BREAD,4,4.4
2022-02-14,ROYAL,8,24.0
2022-02-14,SACHET VIENNOISERIE,2,8.0
2022-02-14,SAND JB EMMENTAL,3,10.5
2022-02-14,SANDWICH COMPLET,5,22.5
2022-02-14,SAVARIN,1,2.2
2022-02-14,SEIGLE,1,1.9
2022-02-14,SPECIAL BREAD,8,20.0
2022-02-14,SUCETTE,1,0.3
2022-02-14,TARTELETTE,5,10.5
2022-02-14,TRADITIONAL BAGUETTE,127,158.75
2022-02-14,TRAITEUR,9,78.2
2022-02-15,BAGUETTE,31,29.45
2022-02-15,BAGUETTE APERO,2,9.0
2022-02-15,BANETTE,37,40.7
2022-02-15,BANETTINE,6,3.9000000000000004
2022-02-15,BOISSON 33CL,4,6.0
2022-02-15,BOULE 200G,8,9.2
2022-02-15,BOULE 400G,11,17.6
2022-02-15,BOULE POLKA,1,1.7
2022-02-15,BRIOCHE,2,12.0
2022-02-15,CAFE OU EAU,8,8.0
2022-02-15,CAMPAGNE,5,9.5
2022-02-15,CEREAL BAGUETTE,10,13.0
2022-02-15,CHAUSSON AUX POMMES,3,4.5
2022-02-15,COMPLET,6,10.8
2022-02-15,COOKIE,8,8.8
2022-02-15,COUPE,37,5.55
2022-02-15,CROISSANT,54,62.099999999999994
2022-02-15,CROISSANT AMANDES,3,4.5
2022-02-15,DEMI BAGUETTE,1,0.5
2022-02-15,DIVERS CONFISERIE,1,3.0
2022-02-15,DIVERS PATISSERIE,6,15.75
2022-02-15,DIVERS VIENNOISERIE,6,15.0
2022-02-15,ECLAIR,3,6.300000000000001
2022-02-15,FICELLE,5,3.25
2022-02-15,FINANCIER,1,0.7
2022-02-15,FINANCIER X5,1,3.5
2022-02-15,FORMULE SANDWICH,15,97.5
2022-02-15,GD KOUIGN AMANN,1,8.0
2022-02-15,KOUIGN AMANN,3,6.6000000000000005
2022-02-15,MOISSON,6,12.600000000000001
2022-02-15,PAIN,13,16.25
2022-02-15,PAIN AU CHOCOLAT,46,57.5
2022-02-15,PAIN AUX RAISINS,4,6.0
2022-02-15,PAIN BANETTE,5,7.5
2022-02-15,PAIN CHOCO AMANDES,2,3.2
2022-02-15,QUIM BREAD,6,6.6000000000000005
2022-02-15,SACHET VIENNOISERIE,4,16.0
2022-02-15,SAND JB EMMENTAL,4,14.0
2022-02-15,SANDWICH COMPLET,7,31.5
2022-02-15,SEIGLE,3,5.699999999999999
2022-02-15,SPECIAL BREAD,10,25.0
2022-02-15,SPECIAL BREAD KG,1,5.0
2022-02-15,TRADITIONAL BAGUETTE,151,188.75
2022-02-15,TRAITEUR,9,71.2
2022-02-17,BAGUETTE,36,34.199999999999996
2022-02-17,BANETTE,29,31.900000000000002
2022-02-17,BANETTINE,6,3.9000000000000004
2022-02-17,BOISSON 33CL,7,10.5
2022-02-17,BOTTEREAU,2,1.0
2022-02-17,BOULE 200G,6,6.8999999999999995
2022-02-17,BOULE 400G,8,12.8
2022-02-17,BOULE POLKA,1,1.7
2022-02-17,BRIOCHE,2,12.0
2022-02-17,CAFE OU EAU,2,2.0
2022-02-17,CAMPAGNE,5,9.5
2022-02-17,CEREAL BAGUETTE,10,13.0
2022-02-17,CHAUSSON AUX POMMES,1,1.5
2022-02-17,COMPLET,6,10.8
2022-02-17,COOKIE,5,5.5
2022-02-17,COUPE,31,4.6499999999999995
2022-02-17,CROISSANT,11,12.65
2022-02-17,CROISSANT AMANDES,5,7.5
2022-02-17,DEMI BAGUETTE,4,2.0
2022-02-17,DIVERS VIENNOISERIE,4,11.5
2022-02-17,FICELLE,5,3.25
2022-02-17,FINANCIER X5,3,10.5
2022-02-17,FLAN,1,2.1
2022-02-17,FLAN ABRICOT,1,2.2
2022-02-17,FORMULE SANDWICH,16,104.0
2022-02-17,GRANDE SUCETTE,3,1.7999999999999998
2022-02-17,KOUIGN AMANN,1,2.2
2022-02-17,MOISSON,4,8.4
2022-02-17,PAIN,13,16.25
2022-02-17,PAIN AU CHOCOLAT,26,32.5
2022-02-17,PAIN AUX RAISINS,3,4.5
2022-02-17,PAIN BANETTE,6,9.0
2022-02-17,PAIN CHOCO AMANDES,2,3.2
2022-02-17,PARIS BREST,1,2.2
2022-02-17,QUIM BREAD,2,2.2
2022-02-17,SAND JB EMMENTAL,4,14.0
2022-02-17,SANDWICH COMPLET,9,40.5
2022-02-17,SEIGLE,2,3.8
2022-02-17,SPECIAL BREAD,10,25.0
2022-02-17,SPECIAL BREAD KG,1,5.0
2022-02-17,SUCETTE,6,1.7999999999999998
2022-02-17,TARTELETTE,5,10.5
2022-02-17,TRADITIONAL BAGUETTE,158,197.5
2022-02-17,TRAITEUR,9,70.80000000000001
2022-02-18,BAGUETTE,39,37.05
2022-02-18,BANETTE,31,34.1
2022-02-18,BANETTINE,5,3.25
2022-02-18,BOISSON 33CL,1,1.5
2022-02-18,BOTTEREAU,25,12.5
2022-02-18,BOULE 200G,2,2.3
2022-02-18,BOULE 400G,9,14.4
2022-02-18,BOULE POLKA,1,1.7
2022-02-18,CAFE OU EAU,2,2.0
2022-02-18,CAMPAGNE,5,9.5
2022-02-18,CEREAL BAGUETTE,10,13.0
2022-02-18,CHAUSSON AUX POMMES,4,6.0
2022-02-18,COMPLET,3,5.4
2022-02-18,COOKIE,8,8.8
2022-02-18,COUPE,28,4.2
2022-02-18,CROISSANT,17,19.549999999999997
2022-02-18,CROISSANT AMANDES,2,3.0
2022-02-18,DEMI BAGUETTE,4,2.0
2022-02-18,DIVERS VIENNOISERIE,5,15.5
2022-02-18,ECLAIR,14,29.400000000000002
2022-02-18,FICELLE,4,2.6
2022-02-18,FINANCIER X5,3,10.5
2022-02-18,FLAN,1,2.1
2022-02-18,FLAN ABRICOT,2,4.4
2022-02-18,FORMULE SANDWICH,8,52.0
2022-02-18,GD KOUIGN AMANN,1,8.0
2022-02-18,GRAND FAR BRETON,1,7.5
2022-02-18,GRANDE SUCETTE,1,0.6
2022-02-18,KOUIGN AMANN,4,8.8
2022-02-18,MOISSON,6,12.600000000000001
2022-02-18,PAIN,11,13.75
2022-02-18,PAIN AU CHOCOLAT,46,57.5
2022-02-18,PAIN AUX RAISINS,1,1.5
2022-02-18,PAIN BANETTE,5,7.5
2022-02-18,PAIN CHOCO AMANDES,2,3.2
2022-02-18,PARIS BREST,1,2.2
2022-02-18,QUIM BREAD,5,5.5
2022-02-18,SACHET VIENNOISERIE,2,8.0
2022-02-18,SAND JB EMMENTAL,3,10.5
2022-02-18,SANDWICH COMPLET,1,4.5
2022-02-18,SPECIAL BREAD,9,22.5
2022-02-18,SPECIAL BREAD KG,1,5.0
2022-02-18,TARTELETTE,11,23.1
2022-02-18,TRADITIONAL BAGUETTE,155,193.75
2022-02-18,TRAITEUR,13,126.7
2022-02-18,TROPEZIENNE,2,4.2
2022-02-18,VIK BREAD,4,10.4
2022-02-19,BAGUETTE,45,42.75
2022-02-19,BANETTE,42,46.2
2022-02-19,BANETTINE,6,3.9000000000000004
2022-02-19,BOISSON 33CL,1,1.5
2022-02-19,BOTTEREAU,32,16.0
2022-02-19,BOULE 200G,6,6.8999999999999995
2022-02-19,BOULE 400G,10,16.0
2022-02-19,BRIOCHE,1,6.0
2022-02-19,CAFE OU EAU,4,4.0
2022-02-19,CEREAL BAGUETTE,10,13.0
2022-02-19,CHAUSSON AUX POMMES,3,4.5
2022-02-19,COMPLET,6,10.8
2022-02-19,COOKIE,12,13.200000000000001
2022-02-19,COUPE,45,6.75
2022-02-19,CROISSANT,44,50.599999999999994
2022-02-19,CROISSANT AMANDES,2,3.0
2022-02-19,DEMI BAGUETTE,2,1.0
2022-02-19,DIVERS BOULANGERIE,7,10.5
2022-02-19,DIVERS CONFISERIE,3,12.0
2022-02-19,DIVERS VIENNOISERIE,3,10.0
2022-02-19,ECLAIR,8,16.8
2022-02-19,FICELLE,2,1.3
2022-02-19,FINANCIER X5,2,7.0
2022-02-19,FLAN,6,12.6
2022-02-19,FORMULE SANDWICH,3,19.5
2022-02-19,GD KOUIGN AMANN,2,16.0
2022-02-19,GRAND FAR BRETON,2,15.0
2022-02-19,GRANDE SUCETTE,1,0.6
2022-02-19,MILLES FEUILLES,3,6.6000000000000005
2022-02-19,MOISSON,6,12.600000000000001
2022-02-19,NOIX JAPONAISE,2,4.4
2022-02-19,PAIN,5,6.25
2022-02-19,PAIN AU CHOCOLAT,28,35.0
2022-02-19,PAIN AUX RAISINS,4,6.0
2022-02-19,PAIN BANETTE,5,7.5
2022-02-19,PAIN CHOCO AMANDES,2,3.2
2022-02-19,PARIS BREST,4,8.8
2022-02-19,ROYAL 4P,1,12.0
2022-02-19,SACHET VIENNOISERIE,1,4.0
2022-02-19,SANDWICH COMPLET,1,4.5
2022-02-19,SEIGLE,2,3.8
2022-02-19,SPECIAL BREAD,13,32.5
2022-02-19,SPECIAL BREAD KG,1,5.0
2022-02-19,TARTE FINE,2,14.0
2022-02-19,TARTE FRUITS 4P,1,10.0
2022-02-19,TARTE FRUITS 6P,2,28.0
2022-02-19,TARTELETTE,13,27.300000000000004
2022-02-19,TRADITIONAL BAGUETTE,178,222.5
2022-02-19,TRAITEUR,5,62.0
2022-02-19,TROPEZIENNE,2,4.2
2022-02-19,VIK BREAD,10,26.0
2022-02-20,BAGUETTE,43,40.849999999999994
2022-02-20,BAGUETTE GRAINE,10,13.5
2022-02-20,BANETTE,42,46.2
2022-02-20,BANETTINE,6,3.9000000000000004
2022-02-20,BOTTEREAU,39,19.5
2022-02-20,BOULE 200G,3,3.4499999999999997
2022-02-20,BOULE 400G,14,22.400000000000002
2022-02-20,BOULE POLKA,1,1.7
2022-02-20,BRIOCHE,6,36.0
2022-02-20,CAMPAGNE,9,17.099999999999998
2022-02-20,CEREAL BAGUETTE,10,13.0
2022-02-20,CHAUSSON AUX POMMES,5,7.5
2022-02-20,COMPLET,7,12.6
2022-02-20,COOKIE,8,8.8
2022-02-20,COUPE,48,7.199999999999999
2022-02-20,CROISSANT,96,110.39999999999999
2022-02-20,CROISSANT AMANDES,5,7.5
2022-02-20,DEMI BAGUETTE,1,0.5
2022-02-20,DIVERS VIENNOISERIE,3,9.0
2022-02-20,ECLAIR,4,8.4
2022-02-20,FICELLE,5,3.25
2022-02-20,FINANCIER X5,2,7.0
2022-02-20,FLAN ABRICOT,6,13.200000000000001
2022-02-20,GRAND FAR BRETON,1,7.5
2022-02-20,GRANDE SUCETTE,2,1.2
2022-02-20,KOUIGN AMANN,2,4.4
2022-02-20,MILLES FEUILLES,6,13.200000000000001
2022-02-20,MOISSON,6,12.600000000000001
2022-02-20,NOIX JAPONAISE,4,8.8
2022-02-20,PAIN,10,12.5
2022-02-20,PAIN AU CHOCOLAT,87,108.75
2022-02-20,PAIN AUX RAISINS,4,6.0
2022-02-20,PAIN BANETTE,5,7.5
2022-02-20,PAIN CHOCO AMANDES,2,3.2
2022-02-20,PARIS BREST,2,4.4
2022-02-20,QUIM BREAD,1,1.1
2022-02-20,ROYAL,10,30.0
2022-02-20,ROYAL 4P,1,12.0
2022-02-20,SACHET VIENNOISERIE,4,16.0
2022-02-20,SEIGLE,2,3.8
2022-02-20,SPECIAL BREAD,9,22.5
2022-02-20,SPECIAL BREAD KG,1,5.0
2022-02-20,SUCETTE,1,0.3
2022-02-20,TARTE FINE,2,14.0
2022-02-20,TARTE FRUITS 4P,2,20.0
2022-02-20,TARTELETTE,29,60.900000000000006
2022-02-20,TRADITIONAL BAGUETTE,278,347.5
2022-02-20,TRAITEUR,3,35.6
2022-02-20,TROPEZIENNE,4,8.4
2022-02-20,VIK BREAD,10,26.0
2022-02-21,BAGUETTE,24,22.799999999999997
2022-02-21,BANETTE,22,24.200000000000003
2022-02-21,BANETTINE,6,3.9
2022-02-21,BOISSON 33CL,2,3.0
2022-02-21,BOTTEREAU,25,12.5
2022-02-21,BOULE 200G,6,6.8999999999999995
2022-02-21,BOULE 400G,8,12.8
2022-02-21,BOULE POLKA,1,1.7
2022-02-21,CAFE OU EAU,1,1.0
2022-02-21,CAMPAGNE,5,9.5
2022-02-21,CEREAL BAGUETTE,4,5.2
2022-02-21,CHAUSSON AUX POMMES,5,7.5
2022-02-21,CHOCOLAT,1,1.5
2022-02-21,COMPLET,9,16.200000000000003
2022-02-21,COOKIE,5,5.5
2022-02-21,COUPE,39,5.85
2022-02-21,CROISSANT,18,20.7
2022-02-21,DEMI BAGUETTE,1,0.5
2022-02-21,DIVERS BOULANGERIE,1,1.0
2022-02-21,DIVERS CONFISERIE,1,3.0
2022-02-21,DIVERS VIENNOISERIE,6,22.0
2022-02-21,FICELLE,3,1.9500000000000002
2022-02-21,FINANCIER X5,1,3.5
2022-02-21,FLAN ABRICOT,2,4.4
2022-02-21,FORMULE SANDWICH,13,84.5
2022-02-21,GRAND FAR BRETON,2,15.0
2022-02-21,GRANDE SUCETTE,1,0.6
2022-02-21,KOUIGN AMANN,1,2.2
2022-02-21,MOISSON,7,14.700000000000001
2022-02-21,PAIN,2,2.5
2022-02-21,PAIN AU CHOCOLAT,16,20.0
2022-02-21,PAIN AUX RAISINS,2,3.0
2022-02-21,PAIN BANETTE,3,4.5
2022-02-21,PAIN CHOCO AMANDES,1,1.6
2022-02-21,PAIN S/SEL,2,3.2
2022-02-21,PARIS BREST,2,4.4
2022-02-21,QUIM BREAD,5,5.5
2022-02-21,SAND JB EMMENTAL,3,10.5
2022-02-21,SANDWICH COMPLET,4,18.0
2022-02-21,SEIGLE,3,5.699999999999999
2022-02-21,SPECIAL BREAD,8,20.0
2022-02-21,SPECIAL BREAD KG,1,5.0
2022-02-21,SUCETTE,3,0.8999999999999999
2022-02-21,TARTE FRUITS 6P,1,14.0
2022-02-21,TARTELETTE,2,4.2
2022-02-21,TRADITIONAL BAGUETTE,112,140.0
2022-02-21,TRAITEUR,3,22.2
2022-02-22,BAGUETTE,31,29.45
2022-02-22,BANETTE,28,30.8
2022-02-22,BANETTINE,6,3.9000000000000004
2022-02-22,BOISSON 33CL,2,3.0
2022-02-22,BOTTEREAU,21,10.5
2022-02-22,BOULE 200G,6,6.8999999999999995
2022-02-22,BOULE 400G,8,12.8
2022-02-22,BOULE POLKA,1,1.7
2022-02-22,CAFE OU EAU,5,5.0
2022-02-22,CAMPAGNE,6,11.399999999999999
2022-02-22,CEREAL BAGUETTE,10,13.0
2022-02-22,CHAUSSON AUX POMMES,1,1.5
2022-02-22,COMPLET,5,9.0
2022-02-22,COOKIE,1,1.1
2022-02-22,COUPE,33,4.95
2022-02-22,CROISSANT,28,32.199999999999996
2022-02-22,CROISSANT AMANDES,1,1.5
2022-02-22,CRUMBLE,1,2.0
2022-02-22,DIVERS CONFISERIE,1,3.0
2022-02-22,DIVERS PATISSERIE,8,24.0
2022-02-22,DIVERS VIENNOISERIE,5,11.5
2022-02-22,FICELLE,5,3.25
2022-02-22,FINANCIER X5,1,3.5
2022-02-22,FORMULE SANDWICH,6,42.0
2022-02-22,KOUIGN AMANN,1,2.2
2022-02-22,MOISSON,6,12.600000000000001
2022-02-22,PAIN,3,3.75
2022-02-22,PAIN AU CHOCOLAT,20,25.0
2022-02-22,PAIN AUX RAISINS,1,1.5
2022-02-22,PAIN BANETTE,4,6.0
2022-02-22,PAIN CHOCO AMANDES,2,3.2
2022-02-22,QUIM BREAD,1,1.1
2022-02-22,SACHET VIENNOISERIE,1,4.0
2022-02-22,SAND JB EMMENTAL,1,4.0
2022-02-22,SANDWICH COMPLET,5,25.0
2022-02-22,SPECIAL BREAD,13,32.5
2022-02-22,TRADITIONAL BAGUETTE,132,165.0
2022-02-22,TRAITEUR,9,67.5
2022-02-24,BAGUETTE,31,29.45
2022-02-24,BANETTE,32,35.2
2022-02-24,BANETTINE,4,2.6
2022-02-24,BOISSON 33CL,1,1.5
2022-02-24,BOTTEREAU,20,10.0
2022-02-24,BOULE 200G,6,6.8999999999999995
2022-02-24,BOULE 400G,12,19.200000000000003
2022-02-24,BOULE POLKA,1,1.7
2022-02-24,CAFE OU EAU,2,2.0
2022-02-24,CAMPAGNE,5,9.5
2022-02-24,CEREAL BAGUETTE,10,13.0
2022-02-24,CHAUSSON AUX POMMES,4,6.0
2022-02-24,COMPLET,6,10.8
2022-02-24,COOKIE,7,7.700000000000001
2022-02-24,COUPE,36,5.3999999999999995
2022-02-24,CROISSANT,20,23.0
2022-02-24,CROISSANT AMANDES,4,6.0
2022-02-24,DEMI BAGUETTE,1,0.5
2022-02-24,DIVERS VIENNOISERIE,2,7.5
2022-02-24,FICELLE,4,2.6
2022-02-24,FINANCIER X5,1,3.5
2022-02-24,FLAN,3,6.300000000000001
2022-02-24,FLAN ABRICOT,5,11.0
2022-02-24,FORMULE SANDWICH,7,49.0
2022-02-24,GD FAR BRETON,2,15.0
2022-02-24,KOUIGN AMANN,1,2.2
2022-02-24,MOISSON,6,12.600000000000001
2022-02-24,PAIN,5,6.25
2022-02-24,PAIN AU CHOCOLAT,34,42.5
2022-02-24,PAIN AUX RAISINS,4,6.0
2022-02-24,PAIN BANETTE,3,4.5
2022-02-24,PALMIER,2,2.0
2022-02-24,PARIS BREST,4,8.8
2022-02-24,QUIM BREAD,2,2.2
2022-02-24,SAND JB EMMENTAL,6,24.0
2022-02-24,SANDWICH COMPLET,5,25.0
2022-02-24,SEIGLE,3,5.699999999999999
2022-02-24,SPECIAL BREAD,10,25.0
2022-02-24,SUCETTE,4,1.2
2022-02-24,TARTELETTE,12,25.200000000000003
2022-02-24,TRADITIONAL BAGUETTE,154,192.5
2022-02-24,TRAITEUR,8,61.099999999999994
2022-02-25,BAGUETTE,36,34.199999999999996
2022-02-25,BANETTE,30,33.0
2022-02-25,BANETTINE,6,3.9
2022-02-25,BOISSON 33CL,3,4.5
2022-02-25,BOTTEREAU,31,15.5
2022-02-25,BOULE 200G,1,1.15
2022-02-25,BOULE 400G,10,16.0
2022-02-25,BOULE POLKA,1,1.7
2022-02-25,BRIOCHE,2,12.0
2022-02-25,BROWNIES,1,2.5
2022-02-25,CAFE OU EAU,1,1.0
2022-02-25,CAMPAGNE,7,13.299999999999999
2022-02-25,CEREAL BAGUETTE,10,13.0
2022-02-25,CHAUSSON AUX POMMES,5,7.5
2022-02-25,COMPLET,6,10.8
2022-02-25,COOKIE,8,8.8
2022-02-25,COUPE,31,4.6499999999999995
2022-02-25,CROISSANT,13,14.95
2022-02-25,CROISSANT AMANDES,3,4.5
2022-02-25,DEMI BAGUETTE,2,1.0
2022-02-25,DIVERS VIENNOISERIE,4,19.0
2022-02-25,ECLAIR,18,37.800000000000004
2022-02-25,FICELLE,5,3.25
2022-02-25,FINANCIER X5,3,10.5
2022-02-25,FLAN,4,8.4
2022-02-25,FLAN ABRICOT,4,8.8
2022-02-25,FORMULE SANDWICH,12,84.0
2022-02-25,GRAND FAR BRETON,1,7.5
2022-02-25,GRANDE SUCETTE,1,0.6
2022-02-25,KOUIGN AMANN,4,8.8
2022-02-25,MERINGUE,2,2.0
2022-02-25,MOISSON,4,8.4
2022-02-25,PAILLE,1,1.5
2022-02-25,PAIN,3,3.75
2022-02-25,PAIN AU CHOCOLAT,37,46.25
2022-02-25,PAIN AUX RAISINS,4,6.0
2022-02-25,PAIN BANETTE,4,6.0
2022-02-25,PAIN CHOCO AMANDES,4,6.4
2022-02-25,PARIS BREST,5,11.0
2022-02-25,QUIM BREAD,5,5.5
2022-02-25,SACHET VIENNOISERIE,1,4.0
2022-02-25,SAND JB EMMENTAL,1,4.0
2022-02-25,SANDWICH COMPLET,6,30.0
2022-02-25,SEIGLE,1,1.9
2022-02-25,SPECIAL BREAD,9,22.5
2022-02-25,SUCETTE,1,0.3
2022-02-25,TARTE FINE,1,7.0
2022-02-25,TARTELETTE,15,31.5
2022-02-25,TRADITIONAL BAGUETTE,143,178.75
2022-02-25,TRAITEUR,9,77.3
2022-02-25,TROPEZIENNE,3,6.300000000000001
2022-02-25,VIK BREAD,2,5.2
2022-02-26,BAGUETTE,38,36.1
2022-02-26,BANETTE,38,41.800000000000004
2022-02-26,BANETTINE,6,3.9000000000000004
2022-02-26,BOISSON 33CL,6,9.0
2022-02-26,BOTTEREAU,32,16.0
2022-02-26,BOULE 200G,3,3.4499999999999997
2022-02-26,BOULE 400G,9,14.4
2022-02-26,BOULE POLKA,1,1.7
2022-02-26,BRIOCHE,3,18.0
2022-02-26,BROWNIES,2,5.0
2022-02-26,CAFE OU EAU,7,7.0
2022-02-26,CAMPAGNE,10,19.0
2022-02-26,CEREAL BAGUETTE,10,13.0
2022-02-26,CHAUSSON AUX POMMES,6,9.0
2022-02-26,COMPLET,7,12.600000000000001
2022-02-26,COOKIE,12,13.200000000000001
2022-02-26,COUPE,49,7.35
2022-02-26,CROISSANT,48,55.199999999999996
2022-02-26,CROISSANT AMANDES,7,10.5
2022-02-26,DEMI BAGUETTE,3,1.5
2022-02-26,DIVERS VIENNOISERIE,3,4.0
2022-02-26,ECLAIR,10,21.0
2022-02-26,FICELLE,4,2.6
2022-02-26,FINANCIER X5,1,3.5
2022-02-26,FLAN,2,4.2
2022-02-26,FLAN ABRICOT,1,2.2
2022-02-26,FORMULE SANDWICH,1,7.0
2022-02-26,GD KOUIGN AMANN,3,24.0
2022-02-26,GRAND FAR BRETON,3,22.5
2022-02-26,GRANDE SUCETTE,2,1.2
2022-02-26,KOUIGN AMANN,4,8.8
2022-02-26,MERINGUE,3,3.0
2022-02-26,MOISSON,5,10.5
2022-02-26,NOIX JAPONAISE,5,11.0
2022-02-26,PAILLE,3,4.5
2022-02-26,PAIN,5,6.25
2022-02-26,PAIN AU CHOCOLAT,39,48.75
2022-02-26,PAIN AUX RAISINS,5,7.5
2022-02-26,PAIN BANETTE,5,7.5
2022-02-26,PAIN CHOCO AMANDES,4,6.4
2022-02-26,QUIM BREAD,5,5.5
